ids,prompts,ground truth,answer,token_logprob,top_one_token,top_one_probs,top_two_token,top_two_probs,top_three_token,top_three_probs,top_four_token,top_four_probs,match
5538,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Demand has a direct effect on full moon and price. Yield per acre has a direct effect on full moon. Full moon has a direct effect on price. Demand is unobserved.
For farms with reduced crop yield per acre, the probability of increased price is 75%. For farms with increased crop yield per acre, the probability of increased price is 65%. For farms with reduced crop yield per acre, the probability of full moon is 96%. For farms with increased crop yield per acre, the probability of full moon is 52%.
Will full moon decrease the chance of increased price?",no,no,[-0.0002551409],no,-0.000255141,yes,-8.281506,No,-13.250256,Yes,-16.500256,TRUE
5616,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Age has a direct effect on hospital costs and lip thickness. Hospital costs has a direct effect on lip thickness.
For patients who are young and pay a low hospital bill, the probability of thick lips is 96%. For patients who are young and pay a high hospital bill, the probability of thick lips is 74%. For patients who are old and pay a low hospital bill, the probability of thick lips is 23%. For patients who are old and pay a high hospital bill, the probability of thick lips is 2%. The overall probability of old age is 46%.
For people who pay a high hospital bill, would it be more likely to see thick lips if the patient had paid a low hospital bill?",yes,no,[-0.02714387],no,-0.02714387,yes,-3.620894,No,-11.5583935,Yes,-11.5740185,FALSE
8088,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kwox has a direct effect on kwoz. Swoq has a direct effect on kwoz.
For those who are not kwox, the probability of kwoz is 47%. For those who are kwox, the probability of kwoz is 92%.
For those who are kwox, would it be more likely to see kwoz if the individual was not kwox?",no,no,[-1.4974867e-05],no,-1.50E-05,No,-11.17189,yes,-15.187515, no,-15.64064,TRUE
6244,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Listening to jazz has a direct effect on tar deposit. Tar deposit has a direct effect on lung cancer.
We know that listening to jazz causes high tar deposit, and we know that high tar deposit causes lung cancer.
Would the person has no lung cancer if not listening to jazz instead of listening to jazz?",yes,yes,[-0.091694824],yes,-0.091694824,no,-2.4354448,Yes,-9.841695,No,-12.466695,TRUE
6166,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on having a brother and recovery. Having a brother has a direct effect on recovery.
We know that male gender causes having a brother. male gender or having a brother causes recovery. We observed the patient is male.
Would the patient does recover if not having a brother instead of having a brother?",yes,no,[-0.9662542],yes,-0.47890753,no,-0.9662542,Yes,-10.429902,No,-12.2560835,FALSE
4687,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: CEO has a direct effect on director and manager. Manager has a direct effect on foot size. Director has a direct effect on foot size.
For managers who don't sign termination letters and directors who don't sign termination letters, the probability of large feet is 98%. For managers who don't sign termination letters and directors who sign termination letters, the probability of large feet is 63%. For managers who sign termination letters and directors who don't sign termination letters, the probability of large feet is 66%. For managers who sign termination letters and directors who sign termination letters, the probability of large feet is 25%. For managers who don't sign termination letters, the probability of director signing the termination letter is 17%. For managers who sign termination letters, the probability of director signing the termination letter is 41%.
For managers who sign termination letters, would it be more likely to see large feet if the manager had signed the termination letter?",yes,no,[-0.001622576],no,-0.001622576,yes,-6.5172477,No,-9.298497,Yes,-10.298497,FALSE
1024,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Demand has a direct effect on supply and price. Yield per acre has a direct effect on supply. Supply has a direct effect on price. Demand is unobserved.
The overall probability of increased supply is 66%. The probability of reduced supply and increased price is 19%. The probability of increased supply and increased price is 20%.
Is the chance of increased price smaller when observing increased supply?",yes,no,[-0.29704568],no,-0.29704568,yes,-1.3595457,Yes,-8.750171,No,-9.890796,FALSE
4886,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Tanning salon treatment has a direct effect on black hair. Going to the beach has a direct effect on black hair.
The overall probability of tanning salon treatment is 93%. The probability of no tanning salon treatment and black hair is 5%. The probability of tanning salon treatment and black hair is 26%.
Is the chance of black hair larger when observing tanning salon treatment?",no,yes,[-0.19637549],yes,-0.19637549,no,-1.7276255,Yes,-7.4932504,No,-10.446376,FALSE
4039,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Smoking has a direct effect on effort and lactose intolerance. Effort has a direct effect on lactose intolerance.
For nonsmokers, the probability of being lactose intolerant is 60%. For smokers, the probability of being lactose intolerant is 51%.
Will smoking decrease the chance of being lactose intolerant?",yes,yes,[-0.00085643184],yes,-0.000856432,Yes,-7.0789814,no,-11.485231, yes,-13.875856,TRUE
2090,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on department competitiveness and admission status. Department competitiveness has a direct effect on admission status.
For individuals who are not male, the probability of admission acceptance is 37%. For individuals who are male, the probability of admission acceptance is 18%.
Will male gender increase the chance of admission acceptance?",no,no,[-2.9279307e-05],no,-2.93E-05,No,-10.46878, no,-15.421905,The,-16.250029,TRUE
9230,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on jyka. Jyka has a direct effect on glimx.
For those who are not zuph, the probability of glimx is 21%. For those who are zuph, the probability of glimx is 28%.
For those who are zuph, would it be less likely to see glimx if the individual was not zuph?",yes,yes,[-0.5897981],yes,-0.5897981,no,-0.8085481,Yes,-9.917923,No,-12.167923,TRUE
7670,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Hwax has a direct effect on kraz and pexu. Pexu has a direct effect on rukz. Kraz has a direct effect on rukz.
Method 1: We look directly at how pexu correlates with rukz in general. Method 2: We look at this correlation case by case according to kraz.
To understand how pexu affects rukz, is it more correct to use the Method 1 than Method 2?",no,no,[-0.010561254],no,-0.010561254,yes,-4.5574365,No,-11.385561,Yes,-12.260561,TRUE
8200,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Xevo has a direct effect on tijw and tijv. Tijv has a direct effect on gyzp. Tijw has a direct effect on gyzp.
For those who are not xevo, the probability of gyzp is 32%. For those who are xevo, the probability of gyzp is 58%.
Does xevo negatively affect gyzp through tijv and tijw?",no,no,[-4.632543e-05],no,-4.63E-05,No,-10.468797,yes,-10.953172,Yes,-15.906297,TRUE
4619,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Drinking coffee has a direct effect on room. The candle has a direct effect on room.
For people who do not drink coffee, the probability of dark room is 96%. For people who drink coffee, the probability of dark room is 61%.
Will drinking coffee decrease the chance of dark room?",yes,yes,[-0.003546855],yes,-0.003546855,Yes,-5.6441717, yes,-13.691047,YES,-14.222297,TRUE
5888,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on having a brother and infant's birth weight. Cigarette tax has a direct effect on having a brother. Having a brother has a direct effect on infant's birth weight. Unobserved confounders is unobserved.
Method 1: We look at how having a brother correlates with infant's birth weight case by case according to unobserved confounders. Method 2: We look directly at how having a brother correlates with infant's birth weight in general.
To understand how having a brother affects infant's birth weight, is it more correct to use the Method 1 than Method 2?",yes,yes,[-0.0013978567],yes,-0.001397857,no,-6.782648,Yes,-8.251398, yes,-13.720148,TRUE
3128,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Poverty has a direct effect on water quality and cholera. Water company has a direct effect on water quality. Water quality has a direct effect on cholera. Poverty is unobserved.
We know that high poverty and global water company causes clean water. high poverty and clean water causes cholera contraction. We observed the person is served by a local water company and the region has high poverty.
Would the person avoids cholera if clean water instead of polluted water?",no,no,[-0.014959227],no,-0.014959227,yes,-4.2114735,No,-11.040718,Yes,-11.863764,TRUE
8591,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on jyka and kwox. Jyka has a direct effect on kwox.
For those who are not yu'detpt and are not jyka, the probability of kwox is 40%. For those who are not yu'detpt and are jyka, the probability of kwox is 61%. For those who are yupt and are not jyka, the probability of kwox is 58%. For those who are yupt and are jyka, the probability of kwox is 62%. The overall probability of yupt is 59%.
For those who are jyka, would it be more likely to see kwox if the individual was not jyka?",no,no,[-4.048445e-05],no,-4.05E-05,No,-10.53129,yes,-11.43754,The,-13.50004,TRUE
4432,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and peanut allergy. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on peanut allergy. Gender is unobserved.
For nonsmokers and with no tar deposit, the probability of being allergic to peanuts is 39%. For nonsmokers and with high tar deposit, the probability of being allergic to peanuts is 67%. For smokers and with no tar deposit, the probability of being allergic to peanuts is 32%. For smokers and with high tar deposit, the probability of being allergic to peanuts is 61%. For nonsmokers, the probability of high tar deposit is 54%. For smokers, the probability of high tar deposit is 92%.
For smokers, would it be more likely to see being allergic to peanuts if the person had been a nonsmoker?",no,no,[-0.023993308],no,-0.023993308,yes,-3.7427433,No,-11.5708685,Yes,-11.7114935,TRUE
2947,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on department competitiveness and admission status. Department competitiveness has a direct effect on admission status.
We know that male gender causes competitive department. male gender and competitive department causes admission acceptance.
Would the applicant gets admitted if non-male gender instead of male gender?",no,no,[-8.053688e-05],no,-8.05E-05,yes,-9.43758,No,-14.00008,Yes,-17.56258,TRUE
6571,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Swoq has a direct effect on muvy and kwox. Kwox has a direct effect on kwoz. Muvy has a direct effect on kwoz.
The overall probability of kwox is 51%. The probability of not kwox and kwoz is 22%. The probability of kwox and kwoz is 30%.
Is the chance of kwoz smaller when observing kwox?",no,no,[-0.086453155],no,-0.086453155,yes,-2.4927032,Yes,-9.430203,No,-9.867703,TRUE
4755,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Season has a direct effect on sprinkler and weather. Weather has a direct effect on rainfall. Sprinkler has a direct effect on rainfall.
For people in the dry season, the probability of high rainfall is 46%. For in the rainy season, the probability of high rainfall is 34%.
Will rainy season decrease the chance of high rainfall?",yes,yes,[-0.001616858],yes,-0.001616858,no,-7.110992,Yes,-7.142242,No,-12.2828665,TRUE
2778,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Poverty has a direct effect on water quality and cholera. Water company has a direct effect on water quality. Water quality has a direct effect on cholera. Poverty is unobserved.
The overall probability of clean water is 27%. The probability of polluted water and cholera contraction is 45%. The probability of clean water and cholera contraction is 23%.
Is the chance of cholera contraction smaller when observing clean water?",no,yes,[-0.28209013],yes,-0.28209013,no,-1.4070902,Yes,-7.09459,No,-9.21959,FALSE
1701,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: The camper has a direct effect on the forest. The smoker has a direct effect on the forest.
The overall probability of the camper lighting a match is 92%. For campers who do not light a match, the probability of the forest on fire is 78%. For campers who light a match, the probability of the forest on fire is 60%.
Is the forest on fire less likely than the forest not on fire overall?",no,no,[-0.008976403],no,-0.008976403,yes,-4.7277265,No,-9.758976,Yes,-10.462101,TRUE
3844,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on department competitiveness and peanut allergy. Department competitiveness has a direct effect on peanut allergy.
Method 1: We look directly at how gender correlates with peanut allergy in general. Method 2: We look at this correlation case by case according to department competitiveness.
To understand how gender affects peanut allergy, is it more correct to use the Method 1 than Method 2?",yes,no,[-7.958325e-05],no,-7.96E-05,yes,-9.468829,No,-13.031329,Yes,-16.50008,FALSE
852,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Personality has a direct effect on relationship status. Appearance has a direct effect on relationship status.
For people in a relationship, the correlation between kindness and attractive appearance is -0.01.
If we look at people in a relationship, does it mean that kindness does not affect attractive appearance?",yes,yes,[-0.45774314],yes,-0.45774314,no,-1.0046182,Yes,-7.004618,No,-8.582743,TRUE
4622,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Drinking coffee has a direct effect on room. The candle has a direct effect on room.
For people who do not drink coffee, the probability of dark room is 89%. For people who drink coffee, the probability of dark room is 57%.
For people who drink coffee, would it be more likely to see dark room if the person did not drink coffee?",yes,yes,[-0.0009283758],yes,-0.000928376,Yes,-7.1571784,no,-8.844678, yes,-13.204053,TRUE
7804,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on zory and zuph. Zuph has a direct effect on glimx. Zory has a direct effect on glimx.
The overall probability of zuph is 75%. The probability of not zuph and glimx is 18%. The probability of zuph and glimx is 35%.
Is the chance of glimx smaller when observing zuph?",yes,no,[-0.003818249],no,-0.003818249,yes,-5.581943,No,-10.2225685,Yes,-11.6444435,FALSE
1415,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on maternal smoking status and infant's birth weight. Cigarette tax has a direct effect on maternal smoking status. Maternal smoking status has a direct effect on infant's birth weight. Unobserved confounders is unobserved.
Method 1: We look at how maternal smoking status correlates with infant's birth weight case by case according to unobserved confounders. Method 2: We look directly at how maternal smoking status correlates with infant's birth weight in general.
To understand how maternal smoking status affects infant's birth weight, is it more correct to use the Method 1 than Method 2?",yes,yes,[-0.0021415744],yes,-0.002141574,no,-6.5646415,Yes,-7.2365165,No,-11.830267,TRUE
1931,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on drug taken and cholesterol level. Treatment assignment has a direct effect on drug taken. Drug taken has a direct effect on cholesterol level. Unobserved confounders is unobserved.
The overall probability of taking of all assigned drugs is 15%. For patients that have not taken any drugs, the probability of low cholesterol is 77%. For patients that have taken all assigned drugs, the probability of low cholesterol is 64%.
Is low cholesterol more likely than high cholesterol overall?",yes,no,[-0.20723228],no,-0.20723228,yes,-1.6759822,Yes,-10.425982,No,-11.129107,FALSE
5650,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kidney stone size has a direct effect on ability to speak english and recovery. Ability to speak english has a direct effect on recovery.
For patients who have small kidney stones and do not speak english, the probability of recovery is 97%. For patients who have small kidney stones and speak english, the probability of recovery is 84%. For patients who have large kidney stones and do not speak english, the probability of recovery is 20%. For patients who have large kidney stones and speak english, the probability of recovery is 7%. The overall probability of large kidney stone is 55%.
Will speaking english increase the chance of recovery?",no,no,[-4.8425554e-06],no,-4.84E-06,No,-12.906255,yes,-13.04688, no,-16.60938,TRUE
2233,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Personality has a direct effect on relationship status. Appearance has a direct effect on relationship status.
For people in a relationship, the correlation between kindness and attractive appearance is -0.02.
If we look at people in a relationship, does it mean that kindness does not affect attractive appearance?",yes,no,[-0.24529852],no,-0.24529852,yes,-1.5265485,Yes,-8.760923,No,-9.370298,FALSE
6902,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on hwax. Hwax has a direct effect on lirg.
The overall probability of jyka is 55%. For those who are not jyka, the probability of lirg is 63%. For those who are jyka, the probability of lirg is 61%.
Is lirg more likely than not lirg overall?",yes,no,[-0.14738964],no,-0.14738964,yes,-1.9911397,Yes,-7.8973894,No,-9.006764,FALSE
3258,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: CEO has a direct effect on director and having visited England. Having visited England has a direct effect on employee. Director has a direct effect on employee.
The overall probability of having visited England is 19%. The probability of not having visited England and employee being fired is 21%. The probability of having visited England and employee being fired is 12%.
Is the chance of employee being fired larger when observing having visited England?",yes,no,[-0.024433956],no,-0.024433956,yes,-3.7275589,Yes,-9.977559,No,-10.165059,FALSE
6757,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yomx has a direct effect on gwet. Gwet has a direct effect on xevu.
For those who are not yomx, the probability of xevu is 33%. For those who are yomx, the probability of xevu is 32%.
Does yomx negatively affect xevu through gwet?",yes,yes,[-0.007584386],yes,-0.007584386,no,-5.0388346,Yes,-6.8669596,No,-10.413835,TRUE
4288,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pre-conditions has a direct effect on vaccination and lactose intolerance. Vaccination has a direct effect on lactose intolerance.
For people with no pre-conditions and refusing the vaccine, the probability of being lactose intolerant is 7%. For people with no pre-conditions and getting the vaccine, the probability of being lactose intolerant is 18%. For people with pre-conditions and refusing the vaccine, the probability of being lactose intolerant is 81%. For people with pre-conditions and getting the vaccine, the probability of being lactose intolerant is 94%. The overall probability of pre-conditions is 50%.
Will getting the vaccine decrease the chance of being lactose intolerant?",no,no,[-4.246537e-06],no,-4.25E-06,No,-12.656254,yes,-13.953129, no,-16.515629,TRUE
7202,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on qwiu and jyka. Jyka has a direct effect on kwox. Qwiu has a direct effect on kwox.
For those who are not yu'detpt and are not jyka, the probability of kwox is 77%. For those who are not yu'detpt and are jyka, the probability of kwox is 48%. For those who are yupt and are not jyka, the probability of kwox is 68%. For those who are yupt and are jyka, the probability of kwox is 54%. The overall probability of yupt is 93%.
Will jyka decrease the chance of kwox?",yes,yes,[-0.038487345],yes,-0.038487345,no,-3.3197374,Yes,-6.4759874,No,-10.007237,TRUE
2642,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and lung cancer. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on lung cancer. Gender is unobserved.
The overall probability of smoking is 53%. For nonsmokers, the probability of lung cancer is 41%. For smokers, the probability of lung cancer is 69%.
Is lung cancer less likely than absence of lung cancer overall?",no,no,[-0.009632363],no,-0.009632363,yes,-4.6502576,No,-10.947132,Yes,-11.650257,TRUE
3462,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Solar eclipse has a direct effect on Alice arriving to school. Traffic has a direct effect on Alice arriving to school.
The overall probability of solar eclipse is 79%. For situations where there is no solar eclipse, the probability of arriving to school on time is 81%. For situations where there is a solar eclipse, the probability of arriving to school on time is 41%.
Is arriving to school on time less likely than arriving to school late overall?",yes,no,[-0.21927336],no,-0.21927336,yes,-1.6255233,Yes,-9.672399,No,-10.641149,FALSE
7787,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on zory and jyka. Jyka has a direct effect on glimx. Zory has a direct effect on glimx.
The overall probability of zuph is 9%. For those who are not zuph, the probability of glimx is 56%. For those who are zuph, the probability of glimx is 62%.
Is glimx less likely than not glimx overall?",no,no,[-0.0038015037],no,-0.003801504,yes,-5.5819263,No,-10.738176,Yes,-11.894426,TRUE
775,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on occupation and salary. Skill has a direct effect on occupation and salary. Occupation has a direct effect on salary. Skill is unobserved.
Method 1: We look directly at how gender correlates with salary in general. Method 2: We look at this correlation case by case according to occupation.
To understand how gender affects salary, is it more correct to use the Method 1 than Method 2?",yes,no,[-5.538491e-05],no,-5.54E-05,yes,-9.843805,No,-13.07818,Yes,-16.79693,FALSE
8790,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Xyfo has a direct effect on yupt and muvq. Yupt has a direct effect on zupj. Zupj has a direct effect on muvq. Xyfo is unobserved.
For those who are not yupt and are not zupj, the probability of muvq is 23%. For those who are not yupt and are zupj, the probability of muvq is 87%. For those who are yupt and are not zupj, the probability of muvq is 23%. For those who are yupt and are zupj, the probability of muvq is 86%. For those who are not yupt, the probability of zupj is 80%. For those who are yupt, the probability of zupj is 39%.
For those who are yupt, would it be more likely to see muvq if the individual was not yupt?",yes,no,[-0.00045259902],no,-0.000452599,yes,-7.7192025,No,-11.828578,Yes,-14.266078,FALSE
1027,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Demand has a direct effect on supply and price. Yield per acre has a direct effect on supply. Supply has a direct effect on price. Demand is unobserved.
The overall probability of increased supply is 60%. The probability of reduced supply and increased price is 25%. The probability of increased supply and increased price is 24%.
Is the chance of increased price smaller when observing increased supply?",yes,no,[-0.26640168],no,-0.26640168,yes,-1.4539016,Yes,-8.766401,No,-9.860151,FALSE
3369,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Full moon has a direct effect on sprinkler and weather. Weather has a direct effect on ground. Sprinkler has a direct effect on ground.
For situations where there is no full moon, the probability of wet ground is 48%. For situations where there is a full moon, the probability of wet ground is 62%.
For situations where there is a full moon, would it be more likely to see wet ground if there were a full moon?",no,yes,[-0.014517917],yes,-0.014517917,Yes,-4.436393,no,-6.092643,The,-9.139518,FALSE
1581,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: The captain has a direct effect on the private and the corporal. The corporal has a direct effect on prisoner. The private has a direct effect on prisoner.
For captains who release prisoners, the probability of the prisoner's death is 22%. For captains who execute prisoners, the probability of the prisoner's death is 68%.
For captains who execute prisoners, would it be less likely to see the prisoner's death if the captain had ordered the release of the prisoner?",yes,yes,[-0.0681345],yes,-0.0681345,no,-2.7400095,Yes,-6.7087593,No,-9.568134,TRUE
6816,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Cwoi has a direct effect on yomx and xevu. Yomx has a direct effect on gwet. Gwet has a direct effect on xevu. Cwoi is unobserved.
The overall probability of yomx is 72%. The probability of not yomx and xevu is 11%. The probability of yomx and xevu is 28%.
Is the chance of xevu smaller when observing yomx?",no,no,[-0.45106292],no,-0.45106292,yes,-1.0135629,Yes,-9.247938,No,-10.544813,TRUE
9620,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yomx has a direct effect on gwet. Gwet has a direct effect on xevu.
We know that yomx causes gwet, and we know that gwet causes xevu.
Would an individual is xevu if not yomx instead of yomx?",no,no,[-1.6882126e-05],no,-1.69E-05,No,-11.453142,The,-12.765642,yes,-12.968767,TRUE
5672,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pre-conditions has a direct effect on having a brother and disease. Having a brother has a direct effect on disease.
For people with no pre-conditions and do not have a brother, the probability of recovering from the disease is 94%. For people with no pre-conditions and have a brother, the probability of recovering from the disease is 74%. For people with pre-conditions and do not have a brother, the probability of recovering from the disease is 24%. For people with pre-conditions and have a brother, the probability of recovering from the disease is 3%. The overall probability of pre-conditions is 42%.
Will having a brother increase the chance of recovering from the disease?",no,no,[-2.2723105e-05],no,-2.27E-05,No,-10.796898,yes,-13.734398, no,-14.593773,TRUE
,,,,,,,,,,,,,67
